Material_ID,Material_Name,Material_Class,Base_Fiber,Coating_Type,Weave_Pattern,Test_Environment,Areal_Density_gm2,Thickness_mm,Outgassing_TML_percent,Outgassing_CVCM_percent,Flammability_Rating,Thermal_Conductivity_Through_WmK,Thermal_Conductivity_InPlane_WmK,Tensile_Strength_MPa,Tensile_Modulus_GPa,Bulk_Density_kgm3,Max_Service_Temp_C,k_-100C_WmK,k_0C_WmK,k_23C_WmK,k_150C_WmK,k_200C_WmK,Notes,Data_Source
HP-PEEK-TW-200,PEEK fabric,Textile,PEEK,,Twill,Air,180.0,0.2,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-TW-500,PEEK fabric,Textile,PEEK,,Twill,Air,180.0,0.5,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-RI-50,PEEK fabric,Textile,PEEK,,Ripstop,Air,160.0,0.05,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-RI-100,PEEK fabric,Textile,PEEK,,Ripstop,Air,160.0,0.1,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-RI-200,PEEK fabric,Textile,PEEK,,Ripstop,Air,160.0,0.2,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-RI-500,PEEK fabric,Textile,PEEK,,Ripstop,Air,160.0,0.5,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-UD-50,PEEK fabric,Textile,PEEK,,UD,Air,120.0,0.05,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-UD-100,PEEK fabric,Textile,PEEK,,UD,Air,120.0,0.1,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-UD-200,PEEK fabric,Textile,PEEK,,UD,Air,120.0,0.2,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-UD-500,PEEK fabric,Textile,PEEK,,UD,Air,120.0,0.5,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-NO-50,PEEK fabric,Textile,PEEK,,Nonwoven,Air,100.0,0.05,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-NO-100,PEEK fabric,Textile,PEEK,,Nonwoven,Air,100.0,0.1,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-NO-200,PEEK fabric,Textile,PEEK,,Nonwoven,Air,100.0,0.2,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-NO-500,PEEK fabric,Textile,PEEK,,Nonwoven,Air,100.0,0.5,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-PA-50,PEEK fabric,Textile,PEEK,,Paper,Air,80.0,0.05,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-PA-100,PEEK fabric,Textile,PEEK,,Paper,Air,80.0,0.1,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-PA-200,PEEK fabric,Textile,PEEK,,Paper,Air,80.0,0.2,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PEEK-PA-500,PEEK fabric,Textile,PEEK,,Paper,Air,80.0,0.5,,,Pass,0.25,,,,1320,,,,0.25,,,Representative values; verify per supplier grade.,PEEK
HP-PPS-PL-50,PPS fabric,Textile,PPS,,Plain,Air,150.0,0.05,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-PL-100,PPS fabric,Textile,PPS,,Plain,Air,150.0,0.1,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-PL-200,PPS fabric,Textile,PPS,,Plain,Air,150.0,0.2,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-PL-500,PPS fabric,Textile,PPS,,Plain,Air,150.0,0.5,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-TW-50,PPS fabric,Textile,PPS,,Twill,Air,180.0,0.05,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-TW-100,PPS fabric,Textile,PPS,,Twill,Air,180.0,0.1,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-TW-200,PPS fabric,Textile,PPS,,Twill,Air,180.0,0.2,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-TW-500,PPS fabric,Textile,PPS,,Twill,Air,180.0,0.5,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-RI-50,PPS fabric,Textile,PPS,,Ripstop,Air,160.0,0.05,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-RI-100,PPS fabric,Textile,PPS,,Ripstop,Air,160.0,0.1,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-RI-200,PPS fabric,Textile,PPS,,Ripstop,Air,160.0,0.2,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-RI-500,PPS fabric,Textile,PPS,,Ripstop,Air,160.0,0.5,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-UD-50,PPS fabric,Textile,PPS,,UD,Air,120.0,0.05,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-UD-100,PPS fabric,Textile,PPS,,UD,Air,120.0,0.1,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-UD-200,PPS fabric,Textile,PPS,,UD,Air,120.0,0.2,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-UD-500,PPS fabric,Textile,PPS,,UD,Air,120.0,0.5,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-NO-50,PPS fabric,Textile,PPS,,Nonwoven,Air,100.0,0.05,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-NO-100,PPS fabric,Textile,PPS,,Nonwoven,Air,100.0,0.1,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-NO-200,PPS fabric,Textile,PPS,,Nonwoven,Air,100.0,0.2,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-NO-500,PPS fabric,Textile,PPS,,Nonwoven,Air,100.0,0.5,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-PA-50,PPS fabric,Textile,PPS,,Paper,Air,80.0,0.05,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-PA-100,PPS fabric,Textile,PPS,,Paper,Air,80.0,0.1,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-PA-200,PPS fabric,Textile,PPS,,Paper,Air,80.0,0.2,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
HP-PPS-PA-500,PPS fabric,Textile,PPS,,Paper,Air,80.0,0.5,,,Pass,0.3,,,,1340,,,,0.3,,,Representative values; verify per supplier grade.,PPS
INORG-E-GLASS-PL-200,E-glass fabric,Textile,E-glass,,Plain,Air,150.0,0.2,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-PL-500,E-glass fabric,Textile,E-glass,,Plain,Air,375.0,0.5,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-PL-1000,E-glass fabric,Textile,E-glass,,Plain,Air,750.0,1.0,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-TW-200,E-glass fabric,Textile,E-glass,,Twill,Air,180.0,0.2,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-TW-500,E-glass fabric,Textile,E-glass,,Twill,Air,450.0,0.5,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-TW-1000,E-glass fabric,Textile,E-glass,,Twill,Air,900.0,1.0,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-SA-200,E-glass fabric,Textile,E-glass,,Satin,Air,200.0,0.2,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-SA-500,E-glass fabric,Textile,E-glass,,Satin,Air,500.0,0.5,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-SA-1000,E-glass fabric,Textile,E-glass,,Satin,Air,1000.0,1.0,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-UD-200,E-glass fabric,Textile,E-glass,,UD,Air,120.0,0.2,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-UD-500,E-glass fabric,Textile,E-glass,,UD,Air,300.0,0.5,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-UD-1000,E-glass fabric,Textile,E-glass,,UD,Air,600.0,1.0,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-NO-200,E-glass fabric,Textile,E-glass,,Nonwoven,Air,100.0,0.2,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-NO-500,E-glass fabric,Textile,E-glass,,Nonwoven,Air,250.0,0.5,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-E-GLASS-NO-1000,E-glass fabric,Textile,E-glass,,Nonwoven,Air,500.0,1.0,,,Pass,1.3,,,,2540,,,,1.3,,,Representative values; verify per supplier grade.,E-glass refs
INORG-S-2_GLASS-PL-200,S-2 glass fabric,Textile,S-2 glass,,Plain,Air,150.0,0.2,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-PL-500,S-2 glass fabric,Textile,S-2 glass,,Plain,Air,375.0,0.5,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-PL-1000,S-2 glass fabric,Textile,S-2 glass,,Plain,Air,750.0,1.0,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-TW-200,S-2 glass fabric,Textile,S-2 glass,,Twill,Air,180.0,0.2,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-TW-500,S-2 glass fabric,Textile,S-2 glass,,Twill,Air,450.0,0.5,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-TW-1000,S-2 glass fabric,Textile,S-2 glass,,Twill,Air,900.0,1.0,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-SA-200,S-2 glass fabric,Textile,S-2 glass,,Satin,Air,200.0,0.2,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-SA-500,S-2 glass fabric,Textile,S-2 glass,,Satin,Air,500.0,0.5,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-SA-1000,S-2 glass fabric,Textile,S-2 glass,,Satin,Air,1000.0,1.0,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-UD-200,S-2 glass fabric,Textile,S-2 glass,,UD,Air,120.0,0.2,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-UD-500,S-2 glass fabric,Textile,S-2 glass,,UD,Air,300.0,0.5,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-UD-1000,S-2 glass fabric,Textile,S-2 glass,,UD,Air,600.0,1.0,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-NO-200,S-2 glass fabric,Textile,S-2 glass,,Nonwoven,Air,100.0,0.2,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-NO-500,S-2 glass fabric,Textile,S-2 glass,,Nonwoven,Air,250.0,0.5,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-S-2_GLASS-NO-1000,S-2 glass fabric,Textile,S-2 glass,,Nonwoven,Air,500.0,1.0,,,Pass,1.25,,,,2490,875.0,,,1.25,,,Representative values; verify per supplier grade.,S-2 glass
INORG-QUARTZ_FABRIC-PL-200,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Plain,Air,150.0,0.2,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-PL-500,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Plain,Air,375.0,0.5,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-PL-1000,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Plain,Air,750.0,1.0,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-TW-200,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Twill,Air,180.0,0.2,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-TW-500,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Twill,Air,450.0,0.5,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-TW-1000,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Twill,Air,900.0,1.0,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-SA-200,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Satin,Air,200.0,0.2,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-SA-500,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Satin,Air,500.0,0.5,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-SA-1000,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Satin,Air,1000.0,1.0,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-UD-200,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,UD,Air,120.0,0.2,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-UD-500,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,UD,Air,300.0,0.5,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-UD-1000,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,UD,Air,600.0,1.0,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-NO-200,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Nonwoven,Air,100.0,0.2,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-NO-500,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Nonwoven,Air,250.0,0.5,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-QUARTZ_FABRIC-NO-1000,Quartz fabric fabric,Ceramic Textile,Quartz fabric,,Nonwoven,Air,500.0,1.0,,,Pass,1.4,,,,2200,,,,1.4,,,Representative values; verify per supplier grade.,Quartz textile
INORG-HIGH_SILICA_CLOTH-PL-200,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Plain,Air,150.0,0.2,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-PL-500,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Plain,Air,375.0,0.5,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-PL-1000,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Plain,Air,750.0,1.0,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-TW-200,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Twill,Air,180.0,0.2,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-TW-500,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Twill,Air,450.0,0.5,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-TW-1000,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Twill,Air,900.0,1.0,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-SA-200,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Satin,Air,200.0,0.2,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-SA-500,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Satin,Air,500.0,0.5,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-SA-1000,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Satin,Air,1000.0,1.0,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-UD-200,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,UD,Air,120.0,0.2,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-UD-500,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,UD,Air,300.0,0.5,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-UD-1000,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,UD,Air,600.0,1.0,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-NO-200,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Nonwoven,Air,100.0,0.2,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-NO-500,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Nonwoven,Air,250.0,0.5,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-HIGH_SILICA_CLOTH-NO-1000,High Silica cloth fabric,Ceramic Textile,High Silica cloth,,Nonwoven,Air,500.0,1.0,,,Pass,0.339,,,,2200,1000.0,,,0.339,,,Representative values; verify per supplier grade.,Silica cloth
INORG-BASALT-PL-200,Basalt fabric,Textile,Basalt,,Plain,Air,150.0,0.2,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-PL-500,Basalt fabric,Textile,Basalt,,Plain,Air,375.0,0.5,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-PL-1000,Basalt fabric,Textile,Basalt,,Plain,Air,750.0,1.0,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-TW-200,Basalt fabric,Textile,Basalt,,Twill,Air,180.0,0.2,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-TW-500,Basalt fabric,Textile,Basalt,,Twill,Air,450.0,0.5,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-TW-1000,Basalt fabric,Textile,Basalt,,Twill,Air,900.0,1.0,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-SA-200,Basalt fabric,Textile,Basalt,,Satin,Air,200.0,0.2,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-SA-500,Basalt fabric,Textile,Basalt,,Satin,Air,500.0,0.5,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-SA-1000,Basalt fabric,Textile,Basalt,,Satin,Air,1000.0,1.0,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-UD-200,Basalt fabric,Textile,Basalt,,UD,Air,120.0,0.2,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-UD-500,Basalt fabric,Textile,Basalt,,UD,Air,300.0,0.5,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-UD-1000,Basalt fabric,Textile,Basalt,,UD,Air,600.0,1.0,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-NO-200,Basalt fabric,Textile,Basalt,,Nonwoven,Air,100.0,0.2,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-NO-500,Basalt fabric,Textile,Basalt,,Nonwoven,Air,250.0,0.5,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-BASALT-NO-1000,Basalt fabric,Textile,Basalt,,Nonwoven,Air,500.0,1.0,,,Pass,0.031,,,,150,,,,0.031,,,Representative values; verify per supplier grade.,Basalt insulation
INORG-NEXTEL_312-PL-200,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Plain,Air,150.0,0.2,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-PL-500,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Plain,Air,375.0,0.5,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-PL-1000,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Plain,Air,750.0,1.0,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-TW-200,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Twill,Air,180.0,0.2,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-TW-500,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Twill,Air,450.0,0.5,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-TW-1000,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Twill,Air,900.0,1.0,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-SA-200,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Satin,Air,200.0,0.2,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-SA-500,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Satin,Air,500.0,0.5,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-SA-1000,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Satin,Air,1000.0,1.0,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-UD-200,Nextel 312 fabric,Ceramic Textile,Nextel 312,,UD,Air,120.0,0.2,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-UD-500,Nextel 312 fabric,Ceramic Textile,Nextel 312,,UD,Air,300.0,0.5,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-UD-1000,Nextel 312 fabric,Ceramic Textile,Nextel 312,,UD,Air,600.0,1.0,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-NO-200,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Nonwoven,Air,100.0,0.2,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-NO-500,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Nonwoven,Air,250.0,0.5,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_312-NO-1000,Nextel 312 fabric,Ceramic Textile,Nextel 312,,Nonwoven,Air,500.0,1.0,,,Pass,1.7,,,,2700,,,,1.7,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-PL-200,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Plain,Air,150.0,0.2,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-PL-500,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Plain,Air,375.0,0.5,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
INORG-NEXTEL_440-PL-1000,Nextel 440 fabric,Ceramic Textile,Nextel 440,,Plain,Air,750.0,1.0,,,Pass,1.8,,,,2900,,,,1.8,,,Representative values; verify per supplier grade.,3M Nextel
